Post Link	Date	Time	Message	Reactions	Comment	Shares	Clicks	Impressions	Engagement Rate %	Click Through Rate	Post id	Post Type	New Followers from posts
"HaystackAnalytics
Mar 12, 14:06"	12-03-2026	14:06	"When diagnostics evolve, conversations evolve too. ?? At the Round Table Meet , Dr. Simran Malik led an engaging session on advancing infectious disease diagnosis using NGS. The discussion highlighted how NGS can help clinicians move beyond limited panels toward broader, more precise pathogen detection—supporting faster and more confident treatment decisions. Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane #ClinicalGenomics #NGS #InfectiousDiseaseDiagnostics #Healthcare #PublicHealth"	15	0	0	21	604	5.96	3.48	184	Static	0
"HaystackAnalytics
Mar 12, 14:25"	12-03-2026	14:25	"Scientists exploring human navigation turned to genomics for answers. Their research points to CRY2, a gene involved in regulating our circadian rhythm. Beyond controlling the body’s internal clock, ??????2 is also expressed in brain regions linked to spatial awareness, memory, and learning. This doesn’t mean there’s a single “navigation gene.” But it highlights an emerging idea: genes involved in biological timing may also interact with cognitive circuits. Swipe through to learn more about the fascinating intersection of genomics and brain function. Abhimanyuu Nambisan Pranav Godse Shuja A. Rohan S SALVI Gitesh Srivastava Mohammad Umair Vivek Singh Rathore Rijul Pulikkal #Genomics #Neurology #Neuroscience #PrecisionHealth #HealthCare #PublicHealth #Genetics"	11	0	2	462	"1,444"	32.89	31.99	185	Carousel	0
"HaystackAnalytics
Mar 13, 13:11"	13-03-2026	13:11	"When diagnostics evolve, conversations evolve too. ?? At the Round Table Meet , Dr. Simran Malik led an engaging session on advancing infectious disease diagnosis using NGS. The discussion highlighted how NGS can help clinicians move beyond limited panels toward broader, more precise pathogen detection—supporting faster and more confident treatment decisions. Abhimanyuu Nambisan Pranav Godse Shuja A. siddharth sasane Rohan S SALVI #HealthCare #PublicHealth #Genomics #InfectiousDiseases #NGS"	14	2	0	48	"1,642"	3.9	2.92	186	Static	0
"HaystackAnalytics
Mar 13, 14:28"	13-03-2026	14:28	"Infectious disease diagnostics today are often fragmented, culture-dependent, and time-consuming — delaying critical clinical decisions. Not anymore. Offer the most advanced infection diagnostics — directly from your own facility. With the infexn® Genomic Centre of Excellence (GCE) model, hospitals and laboratories can upgrade their existing molecular labs into fully NGS-enabled infection diagnostics centres — bringing comprehensive, culture-free pathogen detection to your patients in just 24 hours. ? Complete technology, infrastructure & sequencing setup. ? Automated genome analysis — no outsourcing, no delays. ? Flexible sample-based partnership tiers  ? End-to-end training, marketing & operations support Upgrade your lab. Become the pioneer of infection diagnostics in your region. For GCE partnership inquiries: +91 88288 31393 infexn@haystackanalytics.in Gaurav Srivastava Anirvan Chatterjee Dr Mahua Das Gupta (Kapoor) Abhimanyuu Nambisan Inder Rawat Gitesh Srivastava Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Mohammad Umair Vivek Singh Rathore Dr. Nidhi G. Rijul Pulikkal Raghu Raaj Dr. Simran Malik Dr Koyel Ghosh Pranali Dongre #NGS #InfectionDiagnostics #GenomicMedicine #MolecularDiagnostics #Metagenomics #HealthcareInnovation #infexn #HaystackAnalytics #GCE"	46	0	14	76	"2,149"	6.33	3.54	187	Video	0
"HaystackAnalytics
Mar 14, 07:02"	14-03-2026	07:02	"Human genomic variation plays a critical role in understanding disease mechanisms and improving diagnostic accuracy. Join us for an expert-led webinar on “Harnessing Human Genomic Variation to Advance Disease Diagnostics” featuring Dr.Jaya Srivastava, Ph.D. from the The National Institutes of Health, USA, moderated by Dr.Shailesh B. Lad, Ph.D., Prinicipal Scientist, HaystackAnalytics Date:17 March 2026 Time: 6:00 PM IST | 8:30 AM ET Register here: https://lnkd.in/dGmtC-DS #Genomics #PrecisionMedicine #DiseaseDiagnostics #NGS #Webinar"	2	0	0	15	"1,075"	1.58	1.4	188	Webinar	0
"HaystackAnalytics
Mar 15, 06:28"	15-03-2026	06:28	"A Leap Forward in Our Journey The recent feature in Tech in Asia highlights an important milestone for HaystackAnalytics as we continue to build and scale genomics-based solutions for infectious disease diagnostics. This moment reflects the growing momentum behind our efforts to harness next-generation sequencing to improve clinical outcomes, support doctors and clinicians with deeper insights, and ultimately enable better patient care. Each step forward brings us closer to our vision of making genomics-driven diagnostics accessible and deployable at scale, enabling advanced genomic technologies to play a larger role in everyday clinical practice. Read the full story: https://lnkd.in/dfFwj3vF Gaurav Srivastava Anirvan Chatterjee Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Mohammad Umair Vivek Singh Rathore Rijul Pulikkal Raghu Raaj Rachel Chitra (David) #Genomics #InfectiousDiseases #NGS #PrecisionMedicine #MolecularDiagnostics #HealthcareInnovation #GenomicDiagnostics #NextGenerationSequencing #HealthCare #PublicHealth"	91	0	6	183	"3,423"	8.18	5.35	189	Static	0
"HaystackAnalytics
Mar 16, 06:44"	16-03-2026	06:44	"Great to see HaystackAnalytics featured by BEAMSTART. This milestone reflects the growing momentum behind our efforts to advance genomics-driven infectious disease diagnostics and scale next-generation sequencing solutions for real-world clinical impact. As we continue this journey, our focus remains on enabling faster pathogen detection, deeper genomic insights, and better support for clinicians and patients. #InfectiousDiseases #HealthCare #PublicHealth #Genomics #Diagnostics #NGS"	45	2	2	105	"3,106"	4.99	3.38	190	Carousel	0
"HaystackAnalytics
Mar 16, 08:06"	16-03-2026	08:06	"? Just 1 Day to Go! Join us tomorrow for an engaging webinar on Harnessing Human Genomic Variation to Advance Disease Diagnostics. Hear from Dr.Jaya Srivastava, Ph.D. of the National Institutes of Health as she shares insights into how genomic variation is shaping the future of disease diagnostics. The session will be moderated by Dr. Shailesh B. Lad, Ph.D., Principal Scientist, HaystackAnalytics. Date: 17 March 2026 Time: 6:00 PM IST | 8:30 AM ET ?? Secure your spot now: https://lnkd.in/dGmtC-DS Abhimanyuu Nambisan Gitesh Srivastava Shuja A. Rohan S SALVI siddharth sasane Mohammad Umair Vivek Singh Rathore Rijul Pulikkal Raghu Raaj Ranjan K. #Genomics #PrecisionMedicine #DiseaseDiagnostics #NGS #Webinar"	13	0	2	43	"1,279"	4.53	3.36	191	Webinar	0
"HaystackAnalytics
Mar 16, 14:41"	16-03-2026	14:41	"Advancing conversations on the future of infectious disease diagnostics. At a recent Round Table Meet hosted with clinicians from RPS Hospitals and SPM Hospital, Chennai, Dr. Koushik Koujalagi, PhD shared insights on how next-generation sequencing is transforming pathogen detection and enabling more informed clinical decisions. Through discussions around infexn®NGS, FLU-NGS, and FEVER-NGS, the session highlighted how genomic approaches are supporting faster, more precise infectious disease diagnosis and strengthening clinical management. Abhimanyuu Nambisan Gitesh Srivastava Namith N Anupama Pradeepkumar #NGS #InfectiousDiseases #Genomics #PrecisionDiagnostics #ClinicalInnovation #HaystackAnalytics #MedicalEducation"	25	1	1	41	"1,680"	4.05	2.44	192	Static	0
"HaystackAnalytics
Mar 18, 11:38"	18-03-2026	11:38	"Redefining orthopedic infection diagnosis with genomics ?? At Infection Orthocon 2026, our team connected with clinicians to explore how infexn® NGS is transforming the way orthopedic infections are identified—enabling deeper pathogen insights and more confident clinical decision-making. From insightful conversations to real-world clinical discussions, the exchange highlighted the growing impact of NGS in advancing precision-led infection management. Abhimanyuu Nambisan Pranav Godse Dr. Simran Malik siddharth sasane #Orthocon2026 #NGS #OrthopedicInfections #InfectiousDiseaseDiagnostics #GenomicMedicine #PrecisionDiagnostics #ClinicalInnovation"	27	0	3	53	"1,226"	6.77	4.32	193	Static	0
"HaystackAnalytics
Mar 18, 12:30"	18-03-2026	12:30	"Kochi sets the foundation for expanding access to advanced genomic diagnostics. With the Genomic Centre of Excellence now established at ACTIMoS- Advanced Center for Transplant Immunology & Molecular Science, clinicians and patients in the region can benefit from faster, more precise infectious disease detection enabled by NGS technology. A step closer to making precision diagnostics more accessible where it matters most. Rijul Pulikkal Nithin K Abhimanyuu Nambisan Akhil V Gitesh Srivastava #Genomics #NGS #PrecisionMedicine #InfectiousDiseases #Diagnostics #HealthcareInnovation #MedTech #MolecularDiagnostics #PublicHealth #IndiaHealthcare"	82	1	6	201	"4,528"	6.4	4.44	194	Static	0
"HaystackAnalytics
Mar 20, 13:57"	20-03-2026	13:57	"Step in. Stand out. Get hired. ?? The world of advanced genomics is evolving fast—and so are the opportunities within it. Join our Learn & Grow Program designed to give you: A clear understanding of NGS and its real-world impact Expert-led learning sessions An interactive assessment that could open doors to your next career move To make it easier for you, we’re hosting 3 sessions at different time slots—pick what works best for you ?? Session 1: https://lnkd.in/dGqBHj6R Session 2: https://lnkd.in/djSmSMfJ Session 3: https://lnkd.in/dUEPG97y Date: 25th March 2026 Venue: Online (Zoom) If you’re from a life sciences background and looking to break into genomics, this is your chance. Abhimanyuu Nambisan Ragina N. Gitesh Srivastava Pranav Godse Rohan S SALVI Shuja A. Vivek Singh Rathore Inder Rawat Rijul Pulikkal Raghu Raaj Amrutraj Zade Shailesh B. Lad, Ph.D. #Genomics #NGS #NextGenerationSequencing #Biotechnology #LifeSciences #MolecularBiology #Microbiology #BiotechCareers #Hiring #Students #Freshers #HaystackAnalytics"	42	1	3	573	"6,862"	9.02	8.35	195	Static	0
"HaystackAnalytics
Mar 23, 12:29"	23-03-2026	12:29	"Missed our webinar? Here’s your chance to catch the replay. Watch the full session on “Harnessing Human Genomic Variation to Advance Disease Diagnostics” featuring Dr. Jaya Srivastava, Ph.D. from the The National Institutes of Health, moderated by Dr. Shailesh B. Lad, Ph.D. Gain insights into how genomic variations are shaping the future of disease diagnostics. ?? Watch now: https://lnkd.in/dvmAXpXF Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Gitesh Srivastava Vivek Singh Rathore #Genomics #NGS #PrecisionMedicine #DiseaseDiagnostics #HealthCare #PublicHealth"	15	0	0	58	"1,204"	6.06	4.82	196	Webinar	0
"HaystackAnalytics
Mar 23, 13:01"	23-03-2026	13:01	"Respiratory diseases continue to pose a serious challenge across India. While COVID-19 changed the world overnight, Tuberculosis has been a silent, persistent threat for decades. The real question is — which is the bigger threat today? ?? Like if you think COVID-19 ?? Comment if you think TB Because the biggest risk is the one we underestimate. Abhimanyuu Nambisan Rohan S SALVI Pranav Godse Shuja A. Rohan S SALVI siddharth sasane Gitesh Srivastava Namith N Vivek Singh Rathore Dr. Nidhi G. Amrutraj Zade Shailesh B. Lad, Ph.D. Dr. Simran Malik Dr Koyel Ghosh #RespiratoryHealth #PublicHealth #InfectiousDiseases #COVID19 #Tuberculosis #TBawareness #HealthcareIndia #DiseaseAwareness #GlobalHealth #Diagnostics #Microbiology #HealthcareInnovation"	15	5	1	36	"1,181"	4.91	3.05	197	Carousel	0
"HaystackAnalytics
Mar 23, 14:00"	23-03-2026	14:00	"Beyond the limits of culture and panels, fungal detection is evolving. Join us at MYCOCON 2026 and experience how infexn®–NGS is transforming the way fungal infections are identified—faster, deeper, and more precise. Stall No: 01 27th–29th March 2026 Hotel Radisson Red, Chandigarh, Mohali Let’s redefine fungal diagnostics together. Abhimanyuu Nambisan Pranav Godse Rohan S SALVI siddharth sasane Shuja A. Gitesh Srivastava Anupama Pradeepkumar Namith N Vivek Singh Rathore Dr. Nidhi G. Inder Rawat Dr. Simran Malik Dr Koyel Ghosh #MYCOCON2026 #FungalDiagnostics #NGS #Microbiology #InfectiousDiseases #Genomics #infexn #HaystackAnalytics #FutureOfDiagnostics #MedicalInnovation"	25	0	1	15	"1,516"	2.7	0.99	198	Static	0
"HaystackAnalytics
Mar 24, 09:27"	24-03-2026	09:27	"Step into the world of Advanced Genomics and explore how Next-Generation Sequencing is transforming healthcare and research. Join our Learn & Grow Program to understand NGS, its real-world applications, and how you can build your career in this rapidly evolving field. Date: 25 March 2026 Time: 2:30 PM Venue: Online (Zoom) Limited spots available. Register now to take the next step in your genomics journey. Registration Link: https://lnkd.in/d2xm4fqF Abhimanyuu Nambisan siddharth sasane Shuja A. Pranav Godse Rohan S SALVI Gitesh Srivastava Anupama PradeepkumarNamith N Vivek Singh Rathore Ragina N. Sweta Kumari #Genomics #NextGenerationSequencing #NGS #Biotechnology #LifeSciences #MolecularBiology #Microbiology #BiotechCareers #HaystackAnalytics #LearnAndGrow"	32	2	4	256	"4,725"	6.22	5.42	199	Static	0
"HaystackAnalytics
Mar 24, 13:08"	24-03-2026	13:08	"What happens when a pathogen is present… but the test doesn’t see it? Emerging fungal infections are pushing the limits of traditional diagnostics — making early and accurate detection more important than ever. We’re bringing this conversation to MYCOCON 2026. ?? Stall 01 | 27–29 March ??Radisson Red, Chandigarh Come explore what’s next in fungal pathogen detection. Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Rijul Pulikkal Vivek Singh Rathore Dr Koyel Ghosh Dr. Simran Malik Pranali Dongre #MYCOCON2026 #FungalDiagnostics #ClinicalMicrobiology #Mycology #NGS #HaystackAnalytics"	18	0	0	587	"1,529"	39.57	38.39	200	Carousel	0
"HaystackAnalytics
Mar 25, 12:31"	25-03-2026	12:31	"What happens when one infection creates the perfect conditions for another? Researchers found that tuberculosis doesn’t just impact the lungs it reshapes the immune environment, creating conditions where ???????????????????????? ???????????????????? can thrive. By simulating a co-infected setting, the study reveals how one pathogen can amplify the impact of another. So here’s the real question, are we looking at infections one by one, when they rarely exist that way? Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Anupama Pradeepkumar Namith N Vivek Singh Rathore Rijul Pulikkal Raghu Raaj Dr Koyel Ghosh Dr. Simran Malik #InfectiousDiseases #TB #FungalPathogens #CoInfection #ResearchInsights #AMR"	14	1	0	733	"1,433"	52.2	51.15	201	Carousel	0
"HaystackAnalytics
Mar 26, 07:33"	26-03-2026	07:33	"?????????????????????? ?????????????????? remains one of the most important fungal pathogens causing invasive aspergillosis, particularly in immunocompromised patients. Yet fungal detection can be challenging when conventional methods have limitations. With infexn NGS, clinicians can access culture-free, pan-fungal detection that expands diagnostic possibilities. ?? Meet the team at MYCOCON 2026 27–29 March | Radisson Red, Chandigarh, Mohali Visit our stall 01 to learn more about next-generation fungal diagnostics. Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Rijul Pulikkal Namith N Raghu Raaj Dr Koyel Ghosh Dr. Simran Malik Pranali Dongre #Fungi #FungalInfections #Mycology #HealthCare #PublicHealth #Diagnostics #NGS #Genomics"	24	0	0	"1,145"	"2,200"	53.14	52.05	202	Carousel	0
"HaystackAnalytics
Mar 26, 13:15"	26-03-2026	13:15	"Nagpur, we’re here. ?? Introducing Nagpur's first Genomic Centre of Excellence at Swift Diagnostics, bringing advanced infection diagnostics closer to clinicians in the region. From faster answers to deeper insights, this is a step toward redefining how infections are understood and managed. ?? One more city, one step closer to accessible genomic diagnostics for all. Abhimanyuu Nambisan Rohan S SALVI Shuja A. Pranav Godse siddharth sasane Gitesh Srivastava Vivek Singh Rathore Rijul Pulikkal Raghu Raaj #HealthCare #PublicHealth #InfectiousDiseases #Diagnostics #Genomics #NGS"	90	2	5	233	"5,016"	6.58	4.65	203	Static	0
"HaystackAnalytics
Mar 27, 10:29"	27-03-2026	10:29	"Chennai, we’ve gone live. ?? Advanced genomic infection diagnostics are now enabled at Adyar Cancer Institute, bringing new depth and precision into a legacy of clinical excellence. More accurate diagnoses. Clearer insights. Better-informed decisions. ?? A meaningful step forward for the region and one more move toward making genomic diagnostics more accessible where it matters most. More to come. ?? Abhimanyuu Nambisan Gitesh Srivastava Namith N Anupama Pradeepkumar Rohan S SALVI Shuja A. Pranav Godse siddharth sasane Vivek Singh Rathore Inder Rawat Rijul Pulikkal Raghu Raaj #HealthCare #PublicHealth #Diagnostics #Genomics #InfectiousDiseases #NGS"	42	0	4	77	"2,149"	5.72	3.58	204	Static	0
"HaystackAnalytics
Mar 28, 10:19"	28-03-2026	10:19	"Enhancing infectious disease diagnosis with NGS ?? Dr Koyel Ghosh shared valuable insights on how advanced genomic approaches are enabling precise pathogen detection—supporting faster, more informed clinical decision-making in infectious disease care. Through meaningful discussion and clinical perspective, the session highlighted the growing role of NGS in driving precision-led diagnostics and improving patient outcomes. Abhimanyuu Nambisan Vivek Singh Rathore Dr. Nidhi G. Inder Rawat #NGS #InfectiousDiseaseDiagnostics #GenomicMedicine #PrecisionDiagnostics #ClinicalInnovation"	8	0	0	22	"1,155"	2.6	1.9	205	Static	0
"HaystackAnalytics
Mar 28, 11:00"	28-03-2026	11:00	"Bringing real-world clinical insights into infectious disease diagnostics ?? At the RTM with Kolhapur Pediatric Association, experts came together to explore the evolving role of NGS in infectious diseases through insightful case-based discussions. Dr. Rupali Patil highlighted the importance of accurate, timely diagnosis in improving patient care, while Dr Vijay Kulkarni shared perspectives on how NGS is shaping clinical decision-making through real-world applications. A session driven by collaboration, clinical learning, and the growing impact of genomics in modern diagnostics. Abhimanyuu Nambisan Rohan S SALVI Shailaja Patil Vijay Kumar #RTM #NGS #InfectiousDiseaseDiagnostics #ClinicalLearning #GenomicMedicine"	3	0	0	259	"1,255"	20.88	20.64	206	Carousel	0
"HaystackAnalytics
Mar 28, 12:14"	28-03-2026	12:14	What if microbes could travel between planets? ???? Scientists recently explored whether certain microbes could survive the extreme pressures created during asteroid impacts — the same kind of events that can eject rocks from one planet into space. The results open up a fascinating possibility: Could life move through space… hidden inside rocks? ?? Swipe to explore the science behind this intriguing idea. Abhimanyuu Nambisan Rohan S SALVI Pranav Godse Shuja A. siddharth sasane Gitesh Srivastava Vivek Singh Rathore Rijul Pulikkal Raghu Raaj Shailaja Patil Vijay Kumar #Microbiology #Astrobiology #SpaceScience #DidYouKnow #MicrobialWorld #LifeBeyondEarth #NGS #InfectiousDiseases #infexnNGS #HaystackAnalytics	10	0	3	842	"1,445"	59.17	58.27	207	Carousel	0
"HaystackAnalytics
Mar 31, 07:35"	31-03-2026	07:35	"We're coming soon to Tamil Nadu. ?? Introducing advanced infection detection with infexn-NGS, now partnering with Rao’s Pathlab to bring next-generation diagnostics closer to the region. From precise answers to actionable insights, this marks a shift toward smarter, more informed infection care in Tamil Nadu. ?? A new city on the map, moving us closer to making genomic diagnostics truly accessible, everywhere. Stay tuned for more updates. vidya poornam Abhimanyuu Nambisan Inder Rawat Pranav Godse Rohan S SALVI Raghu Raaj Gitesh Srivastava Vivek Singh Rathore Rijul Pulikkal siddharth sasane #GenomicSequencing #NGS #InfectiousDiseaseDiagnostics #PrecisionDiagnostics #TamilNaduHealthcare #SouthIndiaHealthcare #HealthcareExpansion #AdvancedDiagnostics #MedTechIndia #AccessibleHealthcareIndia"	41	0	4	69	"2,385"	4.78	2.89	208	Static	0
"HaystackAnalytics
Apr 01, 06:41"	01-04-2026	06:41	Some pathogens are masters of disguise. Good thing not all tests are easy to fool. ?? #AprilFools #PathogenDetection #NGS #Healthcare #Publichealth #Infectiousdiseases #Genomics Gaurav Srivastava Abhimanyuu Nambisan Pranav Godse siddharth sasane Shuja A. Rohan S SALVI Gitesh Srivastava Namith N Anupama Pradeepkumar Vivek Singh Rathore Rijul Pulikkal Raghu Raaj Dr. Simran Malik Dr Koyel Ghosh	18	0	2	29	"1,162"	4.22	2.5	209	Static	0
"HaystackAnalytics
Apr 01, 13:26"	01-04-2026	13:26	"What happens when bacteria face increasing antibiotic pressure? Most die. Some mutate. A few survive — and change everything. This MEGA-plate experiment captured antibiotic resistance evolving in real time. Because in the microbial world, adaptation is survival. Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Vivek Singh Rathore Rijul Pulikkal Raghu Raaj #AMR #MicrobialEvolution #Genomics #InfectiousDisease #PrecisionDiagnostics #infexn #AntimicrobialResistance #Infectiousdiseases"	21	2	3	880	"1,429"	63.4	61.58	210	Carousel	0
"HaystackAnalytics
Apr 02, 07:22"	02-04-2026	07:22	"On World TB Day, we stepped out to ask a simple question: What do people really think is the bigger threat in India? The answers reflected a common perception. But the reality tells a different story. While the world’s attention shifted rapidly during the pandemic, tuberculosis continued to impact lives across the country—quietly and persistently. At HaystackAnalytics, we believe addressing TB at scale requires faster and more advanced diagnostics. Our goal is to make NGS-based solutions accessible across the country, enabling better detection and stronger clinical decisions. Because meaningful change happens when innovation reaches those who need it most. As we reflect on World TB Day, we continue working towards a TB ????? ???? In support of the national mission led by Hon’ble PM Narendra Modi and the continued efforts of NTEP, India to eliminate tuberculosis, we remain committed to contributing towards the vision of a TB ????? ????. NITI Aayog NITI Aayog Official World Health Organization Piyush Goyal Gaurav Srivastava Anirvan Chatterjee Dr Mahua Das Gupta (Kapoor) Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. Shailesh B. Lad, Ph.D. siddharth sasane Gitesh Srivastava Anupama Pradeepkumar Namith N Vivek Singh Rathore Inder Rawat Rijul Pulikkal Raghu Raaj Amrutraj Zade Ranjan K. Dr. Simran Malik Dr Koyel Ghosh Simone Jetha Pranali Dongre Tejal Sonawane Akshar Developers Niraj Dhere #WorldTBDay #EndTB #TBMuktBharat #NGS #Diagnostics #PublicHealth #HaystackAnalytics"	41	0	4	88	"2,111"	6.3	4.17	211	Video	0
"HaystackAnalytics
Apr 04, 13:15"	04-04-2026	13:15	"We’ve long believed blood compatibility is determined by ABO and Rh types. But what if that’s only part of the story? Beneath these familiar labels lies a complex network of blood group genes influencing antigen expression and immune responses. As genomics advances, transfusion medicine is beginning to look beyond surface-level typing to understand compatibility at a deeper level. Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Vivek Singh Rathore Namith N Rijul Pulikkal Raghu Raaj #Genomics #TransfusionMedicine #BloodGroups #PrecisionMedicine #NGS #HumanGenetics"	10	0	1	789	"1,290"	62.02	61.16	212	Carousel	0
"HaystackAnalytics
Apr 06, 06:53"	06-04-2026	06:53	"Expanding the reach of genomic diagnostics. ?? infexn®NGS is now live at Rao’s Pathlab, marking the launch of another Genomic Center of Excellence. Together, we aim to advance precision diagnostics and enable clinicians with deeper genomic insights for better patient care. Another step forward in bringing genomics closer to clinical practice. Raos path lab Soundravallirao vidya poornam Abhimanyuu Nambisan Gitesh Srivastava Namith N Anupama Pradeepkumar Raghu Raaj Rijul Pulikkal Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Vivek Singh Rathore Inder Rawat #Genomics #NGS #PrecisionMedicine #Diagnostics #GenomicMedicine #infexn"	30	0	3	65	"2,123"	4.62	3.06	213	Static	0
"HaystackAnalytics
Apr 06, 11:34"	06-04-2026	11:34	"Antimicrobial resistance continues to challenge global healthcare — but understanding the mechanisms behind resistance is key to developing better diagnostics and therapies. ?? Join us for an insightful webinar on: “Bug-to-Drug: Translating Mechanisms of Antimicrobial Resistance to Diagnostic and Therapeutic Innovation.” Featuring Dr. Ayesha Khan, Associate Director of Clinical Microbiology at UC Irvine Health, moderated by Dr Mahua Das Gupta (Kapoor). Date: 16 April 2026 Time: 5:00 PM (IST) Register now and be part of the conversation shaping the future of infectious disease diagnostics. https://lnkd.in/dwHge3-E Abhimanyuu Nambisan Pranav Godse Rohan S SALVI siddharth sasane Shuja A. Gitesh Srivastava Vivek Singh Rathore Inder Rawat Rijul Pulikkal Raghu Raaj Amrutraj Zade Dr. Simran Malik Dr Koyel Ghosh #AntimicrobialResistance #AMR #ClinicalMicrobiology #NGS #InfectiousDiseases #Diagnostics #infexn"	16	0	4	66	"1,916"	4.49	3.44	214	Webinar	0
"HaystackAnalytics
Apr 06, 14:00"	06-04-2026	14:00	"Advancing the Future of Fungal Diagnostics MYCOCON brought together clinicians, microbiologists, and researchers committed to addressing the growing challenges of fungal infections and their diagnosis. From insightful scientific sessions and engaging discussions at the infexn® stall, to meaningful interactions with KOLs and moments shared with the community — the event created a valuable space to exchange ideas on the growing scope of NGS-based diagnostics in improving pathogen detection and advancing infectious disease diagnostics. Swipe through for a glimpse of our highlights from MYCOCON. Gaurav Srivastava Dr Mahua Das Gupta (Kapoor) Abhimanyuu Nambisan Rohan S SALVI Dr. Simran Malik Pranali Dongre Inder Rawat Vivek Singh Rathore Simone Jetha Gitesh Srivastava Raghu Raaj #MYCOCON #MedicalMycology #FungalDiagnostics #FungalInfections #Microbiology #InfectiousDiseases #NGS #infexn"	18	0	3	684	993	71	68.88	215	Carousel	0
"HaystackAnalyticsApr 08, 14:17 "	08-04-2026	14:17	"The Infection Book made its debut at MYCOCON 2026, sparking engaging conversations with experts across the mycology and infectious disease community. Throughout the event, it became part of meaningful exchanges with clinicians and researchers, including Dr.David Denning, Dr. Arunaloke Chakrabarti, Dr. Subhash Kumar Todi, Dr.Sanjay Bhattacharya MBBS MD DNB FRCPath CCT (UK), —discussing the evolving landscape of pathogen diagnostics, infectious diseases, and the growing role of advanced technologies like NGS in clinical decision-making. It was a privilege to share perspectives with experts who are actively shaping the future of infectious disease diagnostics. Swipe through to see some of the moments from the event. Abhimanyuu Nambisan Rohan S SALVI Pranav Godse Shuja A. siddharth sasane Gitesh Srivastava Inder Rawat Dr. Simran Malik Simone Jetha Dr Mahua Das Gupta (Kapoor) #MYCOCON #MedicalMycology #InfectiousDiseases #Microbiology #NGS #Diagnostics #infexn"	39	0	5	"1,468"	"1,889"	80.04	77.71	216	Carousel	0
"HaystackAnalytics
Apr 09, 11:48"	09-04-2026	11:48	"Antimicrobial resistance is reshaping how we diagnose and treat infections. Join us for an insightful webinar on the topic ""Bug-to-Drug: Translating Mechanisms of Antimicrobial Resistance to Diagnostic and Therapeutic Innovation"" Date:16 April 2026 Time: 5:00 PM IST Speaker: Dr. Ayesha Khan, Associate Director of Clinical Microbiology, UC Irvine Health Moderated by Dr Mahua Das Gupta (Kapoor), Director – Medical Affairs (Infectious Diseases), HaystackAnalytics. Save your seat and be part of the conversation shaping the future of infectious disease diagnostics. ?? Register now. https://lnkd.in/dwHge3-E Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Namith N Rijul Pulikkal Raghu Raaj Dr Koyel Ghosh Dr. Simran Malik #infexn #NGS #AntimicrobialResistance #Diagnostics #ClinicalMicrobiology #Webinar"	13	0	1	52	"1,387"	4.76	3.75	217	Static	0
"HaystackAnalytics
Apr 10, 12:34"	10-04-2026	12:34	"Infectious disease diagnostics has long relied on conventional approaches — but is it time for a change? Join us for an insightful webinar as DR ABDUL GHAFUR, Senior Consultant in Infectious Diseases at Apollo Hospitals, explores evolving challenges in pathogen detection and the future of diagnostics. Topic: Do infectious disease diagnostics need a revamping? Moderated by Dr Mahua Das Gupta (Kapoor), Director – Medical Affairs, HaystackAnalytics. Date: 20 April 2026 Time: 6:00 PM IST Register with the link below: https://lnkd.in/d6r7QJ_p Abhimanyuu Nambisan Ranjan K. Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Pranav Godse Rijul Pulikkal Raghu Raaj Dr. Simran Malik Dr Koyel Ghosh Vivek Singh Rathore #Healthcare #PublicHealth #Diagnostics #InfectiousDiseases #Infection #genomics"	29	0	3	36	"1,606"	4.23	2.24	218	Static	0
